Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2020,Subaru,Crosstrek,32295 km,SUV,4 Cylinder Engine,Automatic,null,Blue,Black,null,null,Gas,8.5L/100km,7.0L/100km,26900
2020,Subaru,BRZ,18589 km,Coupe,4 Cylinder Engine,6 Speed Manual,RWD,World Rally Blue Pearl,Black,null,null,Gas,11.2L/100km,8.2L/100km,30998
2018,Subaru,Outback,68406 km,SUV,4 Cylinder Engine,CVT,AWD,Tungsten Metallic,null,5,4,Gas,9.4L/100km,7.3L/100km,28699
2021,Subaru,Crosstrek,36758 km,SUV,4 Cylinder Engine,Automatic,null,Light Blue,null,null,null,Gas,8.5L/100km,7.0L/100km,28899
2019,Subaru,WRX,80535 km,Sedan,2.0L 4cyl,CVT,AWD,World Rally Blue Pearl,Black,null,4,Gas,12.6L/100km,9.6L/100km,28995
2019,Subaru,Crosstrek,87275 km,SUV,4 Cylinder Engine,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,8.8L/100km,7.2L/100km,29385
2017,Subaru,BRZ,43438 km,Coupe,2.0,6 Speed Manual,RWD,Crystal White Pearl,Black,4,2,Gas,11.1L/100km,8.0L/100km,29888
2020,Subaru,Impreza,45044 km,Hatchback,4 Cylinder Engine,CVT,AWD,Magnetite Grey Metallic,Black,5,4,Gas,8.4L/100km,6.6L/100km,29985
2018,Subaru,Forester,84882 km,SUV,4 Cylinder Engine 2.0L,CVT,AWD,null,null,null,4,Gas,10.2L/100km,8.6L/100km,29998
2021,Subaru,Crosstrek,17482 km,SUV,4 Cylinder Engine,CVT,AWD,Crystal Black Silica,Black,5,4,Gas,8.5L/100km,7.0L/100km,30385
2018,Subaru,WRX,83891 km,Sedan,2.0,Automatic,AWD,Crystal Black Silica,Black,5,4,Gas,12.6L/100km,9.6L/100km,30998
2021,Subaru,Legacy,53097 km,Sedan,2.5L 4cyl,CVT,AWD,Brown,Blue,5,4,Gas,8.9L/100km,6.7L/100km,33590
2021,Subaru,Crosstrek,41050 km,SUV,4 Cylinder Engine,Manual,null,Crystal Black Silica,Black,null,null,Gas,10.5L/100km,8.1L/100km,31495
2018,Subaru,Forester,50324 km,SUV,4 Cylinder Engine,Automatic,AWD,Venetian Red Pearl,Black,null,null,Gas,10.2L/100km,8.6L/100km,31495
2021,Subaru,Crosstrek,85000 km,SUV,4 Cylinder Engine,CVT,AWD,Grey,Black,5,4,Gas,8.8L/100km,7.0L/100km,31995
2019,Subaru,Ascent,107141 km,SUV,2.4L 4cyl,CVT,AWD,Crystal White Pearl,Black,7,4,Gas,11.6L/100km,9.0L/100km,31995
2019,Subaru,WRX,65650 km,Sedan,4 Cylinder Engine,Automatic,AWD,Crystal White Pearl,Black,5,4,Gas,12.6L/100km,9.6L/100km,32490
2021,Subaru,Crosstrek,11106 km,SUV,4 Cylinder Engine,Manual,null,Magnetite Grey Metallic,Black,null,null,Gas,10.5L/100km,8.1L/100km,32495
2019,Subaru,Ascent,94436 km,SUV,H-4 cyl,Automatic,AWD,Abyss Blue Pearl,Black,null,null,Gas,11.6L/100km,9.0L/100km,32778
2021,Subaru,Crosstrek,71665 km,SUV,4cyl,CVT,null,Grey,null,null,null,Gas,8.5L/100km,7.0L/100km,32888
2021,Subaru,Crosstrek,25883 km,SUV,4 Cylinder Engine,Automatic,AWD,Crystal Black Silica,Black,null,null,Gas,8.8L/100km,7.0L/100km,33995
2020,Subaru,Outback,59145 km,SUV,2.4L 4cyl,CVT,AWD,Magnetite Grey Metallic,Brown,5,4,Gas,10.1L/100km,7.9L/100km,38990
2019,Subaru,Forester,54128 km,SUV,Regular Unleaded H-4 2.5 L/152,CVT,AWD,Jasper Green Metallic,Black,5,4,Gas,9.0L/100km,7.2L/100km,34498
2021,Subaru,Crosstrek,55830 km,SUV,4 Cylinder Engine,Automatic,AWD,Dark Blue Pearl,Black,null,null,Gas,8.8L/100km,7.0L/100km,34795
2019,Subaru,Forester,28923 km,SUV,4 Cylinder Engine,Automatic,AWD,Ice Silver Metallic,Black,null,null,Gas,9.0L/100km,7.2L/100km,34995
2020,Subaru,Forester,54244 km,SUV,4 Cylinder Engine,Automatic,AWD,Crystal Black Silica,Black,null,null,Gas,9.0L/100km,7.2L/100km,35148
2020,Subaru,Legacy,23900 km,Sedan,Intercooled Turbo Regular Unleaded H-4 2.4 L/146,CVT,AWD,Magnetite Grey Metallic,Black,5,4,Gas,9.9L/100km,7.3L/100km,35385
2021,Subaru,WRX,54222 km,Sedan,4 Cylinder Engine,Manual,AWD,Magnetite Grey Metallic,Black,null,null,Gas,11.7L/100km,8.7L/100km,35495
2021,Subaru,Crosstrek,67381 km,SUV,4 Cylinder Engine,CVT,AWD,Crystal Black Silica,Black,5,4,Gas,8.8L/100km,7.0L/100km,35585
2021,Subaru,Crosstrek,19150 km,SUV,4 Cylinder Engine,CVT,AWD,Cool Grey Khaki,Black,5,4,Gas,8.8L/100km,7.0L/100km,35585
2021,Subaru,Crosstrek,55831 km,SUV,H-4 cyl,CVT,AWD,Crystal Black Silica,Black,null,null,Regular Unleaded,8.8L/100km,7.0L/100km,35899
2022,Subaru,WRX,6550 km,Sedan,H-4 cyl,6 Speed Manual,AWD,Magnetite Grey Metallic,Black,null,null,Gas,12.3L/100km,9.0L/100km,36995
2019,Subaru,WRX,101862 km,Sedan,4 Cylinder Engine,Manual,null,World Rally Blue Pearl,Black,5,null,Gas,14.3L/100km,10.7L/100km,36990
2022,Subaru,WRX,3773 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Crystal Black Silica,Black,5,4,Gas,12.3L/100km,9.0L/100km,37585
2022,Subaru,WRX,2315 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Magnetite Grey Metallic,Black,5,4,Gas,12.3L/100km,9.0L/100km,37585
2020,Subaru,WRX,12775 km,Sedan,4 Cylinder Engine,Automatic,AWD,Ice Silver Metallic,Black,null,null,Gas,12.9L/100km,9.7L/100km,37845
2022,Subaru,BRZ,6779 km,Coupe,4 Cylinder Engine,6 Speed Manual,RWD,Crystal White Pearl,Black,4,2,Gas,12.0L/100km,8.8L/100km,38585
2019,Subaru,Ascent,58935 km,SUV,H-4 cyl,Automatic,AWD,Cinnamon Brown Pearl,Black,null,2,Gas,11.6L/100km,9.0L/100km,38848
2021,Subaru,Outback,32648 km,Wagon,H-4 cyl,Automatic,null,Crystal Black Silica,Black,null,null,Gas,9.0L/100km,7.1L/100km,39851
2022,Subaru,BRZ,17000 km,Coupe,4 Cylinder Engine,6 Speed Manual,RWD,Ignition Red,Black,4,2,Gas,12.0L/100km,8.8L/100km,39995
2022,Subaru,WRX,9518 km,Sedan,4 Cylinder Engine 2.4L,Manual,AWD,World Rally Blue Pearl,Black,null,4,Gas,12.3L/100km,9.0L/100km,40504
2021,Subaru,Forester,2764 km,SUV,H-4 cyl,CVT,AWD,Crystal Black Silica,Brown,null,null,Regular Unleaded,9.0L/100km,7.2L/100km,45395
2021,Subaru,Forester,22542 km,SUV,4 Cylinder Engine,Automatic,AWD,Magnetite Grey Metallic,Brown,null,null,Gas,9.0L/100km,7.2L/100km,41855
2023,Subaru,Outback,4501 km,SUV,2.5L DOHC,CVT,null,Crystal White Pearl,Black,null,null,Gas,9.2L/100km,7.3L/100km,42898
2019,Subaru,WRX,55438 km,Sedan,4 Cylinder Engine,6 Speed Manual,null,Crystal White Pearl,Black,null,null,Gas,14.3L/100km,10.7L/100km,42985
2022,Subaru,Outback,28840 km,Wagon,4 Cylinder Engine,CVT,AWD,Geyser Blue,Grey,5,4,Gas,10.9L/100km,8.9L/100km,43585
2022,Subaru,Outback,32562 km,SUV,H-4 cyl,CVT,null,Crystal Black Silica,null,null,null,Gas,10.9L/100km,8.9L/100km,43598
2019,Subaru,WRX,42018 km,Sedan,2.5,Manual,AWD,Ice Silver Metallic,Black,5,4,Gas,14.3L/100km,10.7L/100km,43998
2020,Subaru,WRX,29203 km,Sedan,4 Cylinder,6 Speed Manual,AWD,Crystal White Pearl,Black,null,4,Gas,14.3L/100km,10.8L/100km,45800
2021,Subaru,WRX,23579 km,Sedan,2.5L 4cyl,6 Speed Manual,AWD,Crystal White Pearl,Black,5,4,Premium Unleaded,14.4L/100km,10.8L/100km,45888
2021,Subaru,WRX,17732 km,Sedan,4 Cylinder Engine,6 Speed Manual,null,Crystal White Pearl,Black,null,null,Gas,14.4L/100km,10.8L/100km,47385
2016,Subaru,BRZ,160047 km,Coupe,4 Cylinder Engine 2.0L,Automatic,RWD,World Rally Blue Pearl,Black,null,2,Gas,9.6L/100km,7.0L/100km,17999
2020,Subaru,WRX,39000 km,Sedan,4 Cylinder Engine,6 Speed Manual,null,Magnetite Grey Metallic,Black,null,null,Gas,14.3L/100km,10.8L/100km,49385
2021,Subaru,WRX,19823 km,Sedan,4 Cylinder Engine,6 Speed Manual,null,Crystal Black Silica,null,null,null,Gas,14.4L/100km,10.8L/100km,49785
2021,Subaru,WRX,38119 km,Sedan,4 Cylinder Engine,6 Speed Manual,null,Crystal Black Silica,Black,null,null,Gas,14.4L/100km,10.8L/100km,50985
2011,Subaru,Forester,226900 km,SUV,4 Cylinder Engine 2.5L,Automatic,AWD,Obsidian Black Pearl,null,null,4,Gas,9.9L/100km,7.5L/100km,8499
2016,Subaru,Impreza,67363 km,Wagon,4 Cylinder Engine,CVT,null,Venetian Red Pearl,Black,null,null,Gas,8.5L/100km,6.4L/100km,18901
2015,Subaru,WRX,147521 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Crystal White Pearl,Black,5,4,Gas,11.1L/100km,8.3L/100km,20387
2018,Subaru,Crosstrek,188173 km,SUV,4cyl,CVT,null,Crystal Black Silica,Dark Grey,null,null,Gas,8.8L/100km,7.2L/100km,20977
2019,Subaru,Impreza,45623 km,Hatchback,2.0L 4cyl,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,8.4L/100km,6.6L/100km,24888
2017,Subaru,Forester,115699 km,SUV,4 Cylinder Engine,Automatic,AWD,Dark Blue,Black,5,4,Gas,10.2L/100km,8.6L/100km,25479
2019,Subaru,Forester,75006 km,SUV,2.5L 4cyl,CVT,AWD,Crystal Black Silica,Black,5,4,Gas,9.0L/100km,7.2L/100km,29890
2018,Subaru,Crosstrek,65167 km,SUV,2.0L 4 Cylinder Engine,Automatic,AWD,Quartz Blue Pearl,Black,5,4,Gas,8.8L/100km,7.2L/100km,26795
2018,Subaru,Impreza,25482 km,Wagon,detail,Automatic,null,Magnetite Grey Metallic,Black,null,null,Gas,8.4L/100km,6.5L/100km,26955
2018,Subaru,Impreza,44101 km,Sedan,4 Cylinder Engine,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,8.3L/100km,6.4L/100km,27585
2017,Subaru,Forester,116395 km,SUV,2.0,Automatic,AWD,Crystal White Pearl,Brown,null,5,Gas,10.2L/100km,8.6L/100km,27888
2017,Subaru,Legacy,51813 km,Sedan,2.5,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,9.3L/100km,7.0L/100km,27888
2018,Subaru,Impreza,62885 km,Hatchback,2.0L 4cyl,CVT,AWD,Blue,Black,5,4,Gas,8.4L/100km,6.5L/100km,27999
2019,Subaru,Impreza,39173 km,Sedan,4 Cylinder Engine,5 Speed Manual,AWD,Crystal Black Silica,Black,5,4,Gas,10.1L/100km,7.5L/100km,28585
2019,Subaru,Crosstrek,65342 km,SUV,4 Cylinder Engine,CVT,AWD,Dark Grey Metallic,Black,5,4,Gas,8.8L/100km,7.2L/100km,28985
2019,Subaru,Crosstrek,86750 km,SUV,2.0L 4cyl,CVT,AWD,Blue,Black,5,4,Gas,8.8L/100km,7.2L/100km,29688
2021,Subaru,Ascent,57866 km,SUV,2.4L 4cyl,CVT,AWD,Crystal Black Silica,Brown,7,5,Gas,11.6L/100km,9.0L/100km,47490
2020,Subaru,Forester,52980 km,SUV,4 Cylinder Engine,CVT,AWD,Horizon Blue Pearl,Black,5,4,Gas,9.0L/100km,7.2L/100km,29985
2019,Subaru,WRX,47580 km,Sedan,2.0,Manual,AWD,Grey,Black,5,4,Gas,11.3L/100km,8.5L/100km,30580
2018,Subaru,Forester,26758 km,SUV,Regular Unleaded H-4 2.5 L/152,CVT,AWD,Dark Grey Metallic,Black,5,4,Gas,9.2L/100km,7.4L/100km,30998
2016,Subaru,WRX,67170 km,Sedan,H-4 cyl,6 Speed Manual,AWD,Dark Grey Metallic,Dark Grey,null,null,Gas,11.3L/100km,8.4L/100km,31577
2020,Subaru,Crosstrek,32699 km,SUV,H-4 cyl,Automatic,null,Cool Grey Khaki,Grey,null,2,Gas,8.5L/100km,7.0L/100km,31831
2020,Subaru,Crosstrek,43883 km,SUV,2.0,CVT,AWD,Dark Blue Pearl,Black,5,5,Gas,8.5L/100km,7.0L/100km,31888
2021,Subaru,Crosstrek,28743 km,SUV,4 Cylinder Engine,CVT,AWD,Crystal Black Silica,Black,5,4,Gas,8.5L/100km,7.0L/100km,31985
2020,Subaru,Crosstrek,31144 km,SUV,4 Cylinder Engine,Automatic,null,Crystal Black Silica,Black,null,null,Gas,8.5L/100km,7.0L/100km,32849
2019,Subaru,Forester,22350 km,SUV,4 Cylinder Engine,Automatic,AWD,Crystal Black Silica,null,null,null,Gas,9.0L/100km,7.2L/100km,33995
2021,Subaru,Outback,90857 km,SUV,2.4L 4cyl,CVT,AWD,Autumn Green Metallic,Brown,5,5,Gas,10.1L/100km,7.9L/100km,35590
2021,Subaru,WRX,21805 km,Sedan,H-4 cyl,6 Speed Manual,AWD,World Rally Blue Pearl,null,null,null,Gas,11.7L/100km,8.7L/100km,33995
2020,Subaru,Crosstrek,36056 km,SUV,4 Cylinder Engine,CVT,AWD,Pure Red,Black,5,4,Gas,8.5L/100km,7.0L/100km,33995
2019,Subaru,WRX,63472 km,Sedan,2.0,6 Speed Manual,AWD,World Rally Blue Pearl,Black,5,4,Gas,11.3L/100km,8.5L/100km,33998
2021,Subaru,Outback,81604 km,Wagon,4 Cylinder Engine,CVT,AWD,Crystal Black Silica,Grey,5,4,Gas,10.1L/100km,7.9L/100km,35385
2021,Subaru,Impreza,28546 km,Hatchback,4 Cylinder Engine,CVT,AWD,Magnetite Grey Metallic,Black,5,4,Gas,8.4L/100km,6.5L/100km,35585
2018,Subaru,WRX,67801 km,Sedan,2.5,Manual,AWD,Crystal Black Silica,Black,5,4,Gas,14.1L/100km,10.5L/100km,40998
2020,Subaru,Outback,19600 km,Wagon,H-4 cyl,Automatic,null,Crystal White Pearl,Brown,null,null,Gas,10.1L/100km,7.9L/100km,43751
2020,Subaru,Crosstrek,18500 km,SUV,4 Cylinder Engine,CVT,null,Crystal White Pearl,Black,null,null,Gasoline Hybrid,6.6L/100km,6.8L/100km,44585
2020,Subaru,WRX,50882 km,Sedan,2.5,6 Speed Manual,AWD,Crystal Black Silica,Black,5,4,Gas,14.7L/100km,10.7L/100km,44998
2021,Subaru,Crosstrek,55831 km,SUV,H-4 cyl,CVT,AWD,Crystal Black Silica,Black,null,null,Regular Unleaded,8.8L/100km,7.0L/100km,35899
2022,Subaru,WRX,2886 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,glowing red,Black,5,4,Gas,12.3L/100km,9.0L/100km,49888
2021,Subaru,WRX,47750 km,Sedan,4 Cylinder Engine,Manual,null,Magnetite Grey Metallic,null,null,null,Gas,14.4L/100km,10.8L/100km,50845
2021,Subaru,WRX,28806 km,Sedan,H-4 cyl,Manual,null,World Rally Blue Pearl,null,null,2,Gas,14.4L/100km,10.8L/100km,52900
2010,Subaru,Forester,156000 km,SUV,4 Cylinder Engine,4 Speed Automatic,AWD,Obsidian Black Pearl,Black,5,4,Gas,10.4L/100km,7.7L/100km,9995
2016,Subaru,Impreza,171900 km,Wagon,4 Cylinder Engine,Manual,null,Crystal White Pearl,Black,null,null,Gas,9.5L/100km,7.0L/100km,12995
2023,Subaru,Outback,4501 km,SUV,2.5L DOHC,CVT,null,Crystal White Pearl,Black,null,null,Gas,9.2L/100km,7.3L/100km,42898
2019,Subaru,WRX,63472 km,Sedan,2.0,6 Speed Manual,AWD,World Rally Blue Pearl,Black,5,4,Gas,11.3L/100km,8.5L/100km,33998
2018,Subaru,WRX,67801 km,Sedan,2.5,Manual,AWD,Crystal Black Silica,Black,5,4,Gas,14.1L/100km,10.5L/100km,40998
2019,Subaru,Impreza,32051 km,Sedan,2.0,Automatic,AWD,Crystal Black Silica,Black,5,4,Gas,8.3L/100km,6.4L/100km,26598
2015,Subaru,WRX,101030 km,Sedan,2.5,Manual,AWD,Crystal White Pearl,Black,null,4,Gas,13.8L/100km,10.2L/100km,25798
2018,Subaru,WRX,145647 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Crystal Black Silica,Black,5,4,Gas,11.3L/100km,8.5L/100km,25898
2018,Subaru,Crosstrek,67262 km,SUV,2.0L 4cyl,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,8.8L/100km,7.2L/100km,29888
2020,Subaru,Outback,24712 km,SUV,4 Cylinder Engine,CVT,AWD,Autumn Green Metallic,Black,5,4,Gas,9.0L/100km,7.1L/100km,36987
2013,Subaru,Impreza,108000 km,Hatchback,4 Cylinder Engine,CVT,AWD,null,null,5,4,Gas,7.5L/100km,5.5L/100km,13995
2015,Subaru,Forester,199803 km,SUV,2.5,Automatic,AWD,White,Black,null,4,Gas,9.6L/100km,7.5L/100km,15999
2011,Subaru,Forester,63222 km,SUV,2.5L 4 Cylinder Engine,Automatic,AWD,Spark Silver Metallic,Black,5,4,Gas,9.9L/100km,7.5L/100km,17695
2017,Subaru,WRX,153207 km,Sedan,4 Cylinder Engine,Manual,AWD,Dark Grey Metallic,Black,null,null,Gas,11.3L/100km,8.5L/100km,17995
2015,Subaru,WRX,185117 km,Sedan,2.0,Automatic,AWD,Dark Grey Metallic,Black,null,4,Gas,12.4L/100km,9.4L/100km,20980
2021,Subaru,Forester,2764 km,SUV,H-4 cyl,CVT,AWD,Crystal Black Silica,Brown,null,null,Regular Unleaded,9.0L/100km,7.2L/100km,45395
2017,Subaru,Impreza,77465 km,Wagon,4 Cylinder Engine,Manual,null,Carbide Grey Metallic,null,null,null,Gas,10.1L/100km,7.7L/100km,22795
2016,Subaru,Forester,124160 km,SUV,2.5,Automatic,AWD,Crystal White Pearl,Black,5,5,Gas,9.6L/100km,7.5L/100km,22988
2017,Subaru,Impreza,78745 km,Hatchback,2.0,Automatic,AWD,Crystal White Pearl,Black,5,5,Gas,8.4L/100km,6.5L/100km,23488
2016,Subaru,Crosstrek,113498 km,SUV,2.0,CVT,AWD,Crystal Black Silica,Black,5,4,Gas,9.1L/100km,7.0L/100km,24388
2017,Subaru,WRX,123373 km,Sedan,2.0L 4cyl,6 Speed Manual,AWD,World Rally Blue Pearl,Black,5,4,Premium Unleaded,11.3L/100km,8.5L/100km,25099
2019,Subaru,Impreza,32051 km,Sedan,2.0,Automatic,AWD,Crystal Black Silica,Black,5,4,Gas,8.3L/100km,6.4L/100km,26598
2018,Subaru,Outback,44000 km,SUV,4 Cylinder Engine,CVT,AWD,null,null,5,4,Gas,9.4L/100km,7.3L/100km,26800
2017,Subaru,Legacy,78437 km,Sedan,4 Cylinder Engine,Automatic,null,Crystal White Pearl,Black,null,null,Gas,9.3L/100km,7.0L/100km,27858
2020,Subaru,Impreza,41000 km,Hatchback,H-4 cyl,Automatic,null,Dark Blue Pearl,Black,null,null,Gas,8.4L/100km,6.6L/100km,28751
2021,Subaru,Legacy,53097 km,Sedan,2.5L 4cyl,CVT,AWD,Brown,Blue,5,4,Gas,8.9L/100km,6.7L/100km,33590
2018,Subaru,Forester,86394 km,SUV,2.0,CVT,AWD,Crystal White Pearl,Black,5,4,Gas,10.2L/100km,8.6L/100km,30888
2020,Subaru,BRZ,18589 km,Coupe,4 Cylinder Engine,6 Speed Manual,RWD,World Rally Blue Pearl,Black,null,null,Gas,11.2L/100km,8.2L/100km,30998
2019,Subaru,Crosstrek,27990 km,SUV,2.0,CVT,AWD,Ice Silver Metallic,Black,5,5,Gas,8.8L/100km,7.2L/100km,31888
2021,Subaru,Crosstrek,15597 km,SUV,4 Cylinder Engine,CVT,AWD,Cool Grey Khaki,Grey,5,4,Gas,8.5L/100km,7.0L/100km,35985
2022,Subaru,Crosstrek,20687 km,SUV,4 Cylinder Engine,CVT,AWD,Magnetite Grey Metallic,null,5,4,Gas,8.5L/100km,7.0L/100km,36385
2018,Subaru,WRX,53000 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,White,Black,5,4,Gas,null,null,43995
2018,Subaru,WRX,69000 km,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Blue,Black,5,4,Gas,null,null,43995
2008,Subaru,Tribeca,125152 km,SUV,3.6L 6cyl,5 Speed Automatic,AWD,null,null,null,2,Gas,13.2L/100km,9.4L/100km,6790
2013,Subaru,XV,187625 km,Wagon,2.0L 4cyl,CVT,AWD,Crystal Black Silica,Black,null,2,Gas,8.2L/100km,6.0L/100km,13900
2021,Subaru,Crosstrek,14597 km,SUV,2.0L H4,CVT,AWD,Crystal White Pearl,null,null,4,Gas,8.5L/100km,7.0L/100km,32950
2013,Subaru,Outback,178000 km,Wagon,4 Cylinder Engine,CVT,AWD,Ice Silver Metallic,Black,5,4,Gas,8.6L/100km,6.5L/100km,13995
2015,Subaru,Impreza,168308 km,Hatchback,4 Cylinder Engine,CVT,AWD,null,null,null,null,Gas,8.5L/100km,6.4L/100km,17900
2016,Subaru,Forester,112042 km,SUV,4 Cylinder Engine,Automatic,AWD,Crystal Black Silica,Grey,null,null,Regular Unleaded,9.6L/100km,7.5L/100km,18995
2015,Subaru,Outback,132946 km,SUV,4 Cylinder Engine 2.5L,CVT,AWD,Crystal Black Silica,null,null,4,Gas,9.3L/100km,7.1L/100km,19995
2017,Subaru,BRZ,86491 km,Coupe,4 Cylinder Engine,Automatic,RWD,Crystal White Pearl,Black,4,null,Gas,9.7L/100km,7.2L/100km,24888
2020,Subaru,Impreza,16570 km,Hatchback,4 Cylinder Engine,5 Speed Manual,AWD,Crystal Black Silica,Black,5,4,Gas,10.1L/100km,7.7L/100km,28699
2020,Subaru,Legacy,58642 km,Sedan,Regular Unleaded H-4 2.5 L/152,CVT,AWD,Magnetite Grey Metallic,null,5,4,Gas,8.8L/100km,6.7L/100km,28998
2018,Subaru,Forester,77074 km,SUV,4 Cylinder Engine,CVT,AWD,Venetian Red Pearl,Grey,5,4,Gas,9.2L/100km,7.4L/100km,29899
2018,Subaru,WRX,59000 km,Sedan,2.0,6 Speed Manual,AWD,Crystal White Pearl,Black,null,4,Gas,11.3L/100km,8.5L/100km,32100
2020,Subaru,Outback,59145 km,SUV,2.4L 4cyl,CVT,AWD,Magnetite Grey Metallic,Brown,5,4,Gas,10.1L/100km,7.9L/100km,38990
2019,Subaru,Outback,40931 km,SUV,Flat 6 Cylinder Engine 3.6L,CVT,AWD,null,null,null,4,Gas,12.0L/100km,8.7L/100km,36995
2020,Subaru,WRX,28169 km,Sedan,2.0L H4 DOHC 16V,Manual,AWD,Pure Red,Black,null,4,Gas,11.3L/100km,8.5L/100km,38985
2010,Subaru,Impreza,200481 km,Sedan,2.5,5 Speed Manual,AWD,Lightning Red,Black,null,4,Gas,10.6L/100km,7.5L/100km,8780
2009,Subaru,Forester,206046 km,SUV,2.5,Automatic,AWD,Dark Grey Metallic,Black,null,4,Gas,10.4L/100km,7.6L/100km,11480
2001,Subaru,Forester,197415 km,null,null,Manual,FWD,Black,Black,5,null,null,null,null,16950
2016,Subaru,Outback,161000 km,Wagon,null,Automatic,AWD,Blue,null,null,5 doors,Gasoline,null,null,16999
2018,Subaru,Outback,156000 km,Wagon,4 Cylinder Engine,CVT,null,Tan,Cream,null,null,Regular Unleaded,9.4L/100km,7.3L/100km,17995
2016,Subaru,Forester,136573 km,SUV,4 Cylinder Engine,CVT,AWD,Beige,null,null,4,Gas,9.6L/100km,7.5L/100km,20966
